 ;Timmätt förbr;Timmätt förbr;Timmätt förbr;Timmätt förbr;Ospec.;Ospec.;Ospec.;Ospec.;Avkopplingsb.;Avkopplingsb.;Avkopplingsb.;Avkopplingsb.;Ospec. ;Ospec. ;Ospec. ;Ospec. ;Vattenkraft ;Vattenkraft ;Vattenkraft ;Vattenkraft ;Vindkraft;Vindkraft;Vindkraft;Vindkraft;Kärnkraft;Värmekraft;Värmekraft;Värmekraft;Värmekraft;Gast./diesel;Gast./diesel;Gast./diesel;Gast./diesel;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Schablonleverans;Solkraft;Solkraft;Solkraft;Solkraft
29.8.2017 10:00;-853;-1 208;-6 552;-1 828;-;-;-;-;-2.33;-4.15;-22.58;-1.87;0.01;0.23;8.73;17.73;3232;5050;758;117;204.0;632;1270;288;3779;3.0;45.4;230;78;-;-;-;-;-146;-289;-2 055;-689;-14.8;-26.5;-187.8;-62.4;0.025;0.483;27.707;16.276
29.8.2017 11:00;-846;-1 206;-6 550;-1 800;-;-;-;-;-2.41;-6.06;-18.96;-2.04;0.00;0.01;6.18;11.60;3045;4833;655;107;192.1;572;1283;365;3779;3.0;43.9;231;71;-;-;-;-;-146;-287;-2 053;-683;-14.7;-26.3;-187.7;-62.0;0.029;0.518;33.874;19.276
29.8.2017 12:00;-860;-1 204;-6 513;-1 824;-;-;-;-;-2.46;-5.02;-20.12;-2.24;0.01;0.01;6.14;7.66;3097;4726;663;102;181.1;539;1347;451;3779;2.7;42.2;227;72;-;-;-;-;-144;-280;-2 002;-665;-14.5;-25.7;-183.2;-60.2;0.038;0.652;35.756;19.643
29.8.2017 13:00;-847;-1 202;-6 466;-1 800;-;-;-;-;-2.48;-4.53;-23.30;-2.40;0.01;0.04;6.05;6.52;2894;4758;676;101;177.5;477;1433;522;3778;2.8;36.5;221;72;-;-;-;-;-145;-279;-1 985;-657;-14.6;-25.6;-181.8;-59.5;0.031;0.825;30.629;18.532
29.8.2017 14:00;-845;-1 177;-6 421;-1 757;-;-;-;-;-2.45;-4.41;-25.60;-2.08;0.00;0.04;6.15;6.48;2680;4957;689;70;152.9;473;1426;566;3777;3.3;44.1;220;72;-;-;-;-;-152;-291;-2 030;-671;-15.3;-26.6;-185.7;-60.7;0.035;0.556;22.593;16.050
29.8.2017 15:00;-830;-1 148;-6 119;-1 636;-;-;-;-;-2.37;-4.25;-24.46;-2.17;0.00;0.06;6.08;6.45;2628;5033;766;65;125.1;500;1368;595;3775;6.3;47.5;225;70;-;-;-;-;-167;-326;-2 189;-717;-16.7;-29.8;-199.9;-64.8;0.060;0.327;14.485;11.874
29.8.2017 16:00;-814;-1 120;-6 008;-1 552;-;-;-;-;-2.21;-3.17;-23.75;-1.93;0.00;0.07;6.17;6.72;2768;5273;922;62;104.9;436;1250;558;3770;5.0;48.0;237;72;-;-;-;-;-171;-344;-2 425;-777;-17.2;-31.3;-220.8;-70.0;0.025;0.132;6.472;6.311
29.8.2017 17:00;-796;-1 104;-5 764;-1 439;-;-;-;-;-2.20;-4.64;-20.99;-2.20;0.00;0.04;6.05;6.81;2807;5476;933;63;89.5;414;1151;483;3772;4.2;50.0;246;72;-;-;-;-;-166;-342;-2 508;-787;-16.9;-31.2;-227.9;-70.8;0.011;0.059;2.169;1.854
29.8.2017 18:00;-762;-1 096;-5 615;-1 396;-;-;-;-;-1.16;-4.18;-21.92;-1.91;0.00;0.05;6.26;7.02;2756;5534;945;49;107.1;421;1070;473;3775;3.9;50.5;250;71;-;-;-;-;-169;-342;-2 561;-795;-17.2;-31.2;-232.2;-71.6;0.000;0.042;0.303;0.199
29.8.2017 19:00;-758;-1 101;-5 548;-1 385;-;-;-;-;-0.59;-4.66;-21.29;-2.19;0.00;0.02;6.00;6.82;2566;5490;994;43;114.2;434;1120;567;3776;4.2;50.5;245;73;-;-;-;-;-175;-354;-2 656;-848;-17.8;-32.2;-240.5;-76.4;0.000;0.037;0.034;0.027
29.8.2017 20:00;-759;-1 084;-5 333;-1 312;-;-;-;-;-0.56;-4.46;-21.68;-1.97;0.02;0.01;5.70;6.79;2388;4982;874;39;111.8;480;1129;639;3776;4.0;47.4;240;71;-;-;-;-;-173;-346;-2 503;-824;-17.6;-31.6;-226.7;-74.1;0.000;0.038;0.028;0.023
29.8.2017 21:00;-727;-1 068;-5 099;-1 267;-;-;-;-;-0.61;-3.81;-20.94;-1.82;0.00;0.01;6.21;6.65;1934;4459;663;31;107.1;522;1090;677;3778;4.1;47.0;238;70;-;-;-;-;-158;-308;-2 144;-711;-16.1;-28.2;-194.6;-63.9;0.000;0.036;0.028;0.021
29.8.2017 22:00;-720;-1 046;-4 945;-1 191;-;-;-;-;-0.72;-3.76;-18.91;-1.83;0.00;0.02;6.22;6.65;1415;3691;591;32;108.7;564;1061;706;3779;4.1;47.9;235;73;-;-;-;-;-140;-265;-1 767;-592;-14.3;-24.3;-160.9;-53.3;0.000;0.032;0.024;0.018
29.8.2017 23:00;-698;-1 064;-4 927;-1 184;-;-;-;-;-0.81;-3.87;-19.16;-1.73;0.02;0.02;6.26;6.65;1200;3135;582;32;86.6;481;982;685;3780;4.2;48.8;232;73;-;-;-;-;-128;-242;-1 561;-529;-13.1;-22.3;-142.5;-47.7;0.000;0.029;0.021;0.019
30.8.2017 0:00;-689;-1 049;-4 810;-1 196;-;-;-;-;-0.78;-3.49;-19.18;-2.40;0.00;0.04;6.17;6.65;1061;2858;570;30;62.9;419;967;657;3781;4.2;50.1;234;74;-;-;-;-;-124;-232;-1 464;-500;-12.7;-21.4;-134.1;-45.2;0.000;0.025;0.019;0.018
30.8.2017 1:00;-689;-1 028;-4 822;-1 173;-;-;-;-;-0.75;-3.40;-18.67;-2.41;0.01;0.04;6.25;6.65;1068;2841;574;30;69.3;534;995;558;3781;4.0;48.0;233;74;-;-;-;-;-123;-229;-1 437;-486;-12.6;-21.1;-131.8;-43.9;0.000;0.025;0.018;0.019
30.8.2017 2:00;-682;-1 035;-4 789;-1 204;-;-;-;-;-0.73;-3.77;-19.12;-2.21;0.01;0.07;6.26;6.35;1083;2910;588;29;88.4;402;905;471;3779;4.3;46.5;232;75;-;-;-;-;-124;-230;-1 433;-482;-12.7;-21.2;-131.4;-43.7;0.000;0.029;0.017;0.020
30.8.2017 3:00;-684;-1 039;-4 794;-1 195;-;-;-;-;-0.71;-4.22;-19.76;-1.84;0.01;0.09;6.24;6.65;1258;3102;602;29;137.6;321;815;383;3781;4.0;46.9;233;73;-;-;-;-;-124;-234;-1 445;-485;-12.5;-21.7;-132.4;-43.9;0.000;0.031;0.020;0.021
30.8.2017 4:00;-715;-1 064;-5 053;-1 290;-;-;-;-;-0.80;-4.65;-19.27;-1.38;0.01;0.09;6.13;6.71;1798;3895;674;29;135.5;270;772;326;3782;3.7;48.9;233;74;-;-;-;-;-125;-241;-1 536;-516;-12.7;-22.4;-140.5;-46.6;0.000;0.032;0.020;0.020
30.8.2017 5:00;-756;-1 108;-5 694;-1 511;-;-;-;-;-0.83;-5.95;-20.53;-1.77;0.00;0.07;6.16;7.07;2839;4949;859;34;142.8;252;691;270;3783;4.0;48.9;229;69;-;-;-;-;-139;-266;-1 769;-577;-14.0;-24.6;-161.1;-52.2;0.003;0.061;0.145;0.097
30.8.2017 6:00;-779;-1 176;-6 411;-1 779;-;-;-;-;-0.68;-6.59;-21.25;-1.37;0.00;0.04;6.07;6.65;3676;5492;1211;58;188.3;327;628;178;3781;4.0;48.7;232;68;-;-;-;-;-147;-292;-1 990;-645;-14.8;-27.0;-180.9;-58.3;0.016;0.326;1.717;0.521
30.8.2017 7:00;-778;-1 198;-6 680;-1 855;-;-;-;-;-0.72;-6.99;-20.08;-1.40;0.00;0.01;4.66;6.43;3724;5400;1446;73;206.7;333;534;92;3780;3.9;48.8;232;71;-;-;-;-;-146;-292;-2 006;-664;-14.8;-26.9;-182.9;-60.0;0.070;1.129;8.470;1.251
30.8.2017 8:00;-794;-1 206;-6 754;-1 891;-;-;-;-;-0.74;-14.59;-18.94;-1.79;0.00;0.02;3.85;6.77;3631;5161;1476;95;187.1;304;489;55;3781;4.1;45.5;229;70;-;-;-;-;-143;-286;-2 008;-678;-14.4;-26.4;-183.3;-61.4;0.207;2.298;19.236;2.859
30.8.2017 9:00;-788;-1 218;-6 848;-1 912;-;-;-;-;-0.66;-12.00;-19.88;-1.79;0.01;0.03;3.83;6.40;3568;5046;1446;105;232.2;409;511;31;3782;4.1;42.4;230;72;-;-;-;-;-138;-279;-2 011;-685;-13.9;-25.6;-183.6;-62.1;0.368;3.407;30.231;4.485
30.8.2017 10:00;-784;-1 222;-6 880;-1 957;-;-;-;-;-0.74;-11.19;-20.11;-1.88;0.01;0.03;3.83;6.65;3605;5067;1402;104;280.6;575;490;31;3778;3.8;40.9;228;68;-;-;-;-;-135;-275;-2 013;-701;-13.6;-25.3;-184.0;-63.3;0.437;4.085;37.437;6.350
30.8.2017 11:00;-800;-1 220;-6 794;-1 924;-;-;-;-;-0.63;-11.16;-20.76;-1.96;0.01;0.04;4.06;6.35;3537;4821;1455;101;340.6;680;424;31;3777;4.2;39.5;225;70;-;-;-;-;-132;-268;-2 009;-701;-13.4;-24.7;-183.6;-63.4;0.479;4.166;40.407;5.524
30.8.2017 12:00;-817;-1 219;-6 842;-1 937;-;-;-;-;-0.49;-9.06;-21.14;-1.76;0.19;0.02;4.94;6.08;3585;4736;1415;101;369.4;764;369;21;3775;4.0;37.5;231;72;-;-;-;-;-128;-261;-1 958;-684;-13.0;-24.0;-179.0;-61.8;0.433;4.143;38.906;4.868
30.8.2017 13:00;-814;-1 218;-6 762;-1 909;-;-;-;-;-0.40;-7.36;-24.94;-2.01;0.01;0.03;4.32;6.41;3470;4830;1362;103;412.5;784;307;17;3772;4.1;35.7;232;71;-;-;-;-;-128;-259;-1 941;-683;-13.1;-23.8;-177.4;-61.7;0.402;3.843;29.669;5.322
30.8.2017 14:00;-811;-1 208;-6 672;-1 874;-;-;-;-;-0.41;-1.62;-26.96;-1.72;0.01;0.05;4.29;6.11;3124;4930;1240;99;432.3;778;258;23;3776;4.1;36.0;239;69;-;-;-;-;-134;-270;-1 987;-701;-13.7;-24.8;-181.3;-63.4;0.302;3.040;19.118;5.252
30.8.2017 15:00;-803;-1 169;-6 439;-1 731;-;-;-;-;-0.70;-1.43;-25.86;-1.62;0.00;0.05;4.40;6.67;3207;4937;1055;95;455.3;734;223;45;3776;4.3;37.5;232;69;-;-;-;-;-148;-301;-2 149;-752;-15.1;-27.5;-195.6;-68.0;0.244;1.752;11.188;3.392
30.8.2017 16:00;-793;-1 140;-6 117;-1 639;-;-;-;-;-3.74;-1.19;-21.98;-1.69;0.00;0.05;4.40;6.66;3333;5148;1075;92;450.1;689;178;61;3777;4.3;37.1;227;69;-;-;-;-;-153;-316;-2 402;-824;-15.6;-28.8;-217.9;-74.3;0.139;1.052;3.443;1.309
30.8.2017 17:00;-778;-1 136;-5 932;-1 552;-;-;-;-;-0.42;-0.56;-20.61;-1.95;0.00;0.05;4.55;6.65;3181;5403;1239;88;444.6;628;155;95;3779;4.2;36.8;223;69;-;-;-;-;-152;-308;-2 522;-838;-15.5;-28.2;-228.5;-75.5;0.047;0.351;0.592;0.301
30.8.2017 18:00;-775;-1 122;-5 701;-1 509;-;-;-;-;-0.42;-0.17;-20.56;-1.72;0.00;0.07;4.78;6.65;2830;5332;1150;58;426.2;683;171;154;3779;4.3;39.1;229;71;-;-;-;-;-155;-313;-2 598;-850;-15.8;-28.6;-235.0;-76.7;0.003;0.079;0.093;0.040
30.8.2017 19:00;-766;-1 106;-5 670;-1 482;-;-;-;-;-0.46;-0.60;-20.59;-2.05;0.02;0.03;4.72;6.35;2536;5108;1083;44;475.3;768;196;225;3783;4.4;38.5;230;69;-;-;-;-;-167;-339;-2 698;-883;-16.9;-30.8;-244.0;-79.5;0.000;0.036;0.028;0.024
30.8.2017 20:00;-766;-1 097;-5 513;-1 416;-;-;-;-;-0.50;-0.30;-20.73;-1.95;0.01;0.04;6.50;6.65;2414;4726;877;42;469.0;839;225;275;3784;4.4;38.7;232;72;-;-;-;-;-168;-344;-2 515;-820;-17.1;-31.3;-227.7;-73.7;0.000;0.034;0.023;0.021
30.8.2017 21:00;-747;-1 069;-5 170;-1 346;-;-;-;-;-0.56;-0.20;-20.14;-1.71;0.01;0.04;6.72;6.66;1861;3997;683;35;475.9;795;238;330;3784;4.4;38.8;227;69;-;-;-;-;-153;-311;-2 166;-702;-15.6;-28.5;-196.3;-63.1;0.000;0.039;0.025;0.026
30.8.2017 22:00;-737;-1 055;-5 006;-1 278;-;-;-;-;-0.55;-0.22;-18.69;-1.66;0.01;0.02;6.65;6.36;1375;3314;641;29;471.4;816;202;376;3785;4.1;38.1;231;70;-;-;-;-;-134;-273;-1 817;-592;-13.8;-25.0;-165.2;-53.3;0.000;0.029;0.022;0.018
30.8.2017 23:00;-719;-1 030;-4 856;-1 234;-;-;-;-;-0.52;-0.23;-21.94;-1.23;0.01;0.06;6.71;6.66;1141;2851;623;30;458.9;771;208;403;3786;3.9;38.6;232;72;-;-;-;-;-124;-253;-1 625;-529;-12.8;-23.3;-148.0;-47.7;0.000;0.023;0.021;0.020
31.8.2017 0:00;-698;-1 021;-4 754;-1 221;-;-;-;-;-0.46;-0.23;-21.78;-1.19;0.02;0.09;6.86;6.66;1119;2561;604;31;442.8;777;215;392;3787;4.0;37.1;235;67;-;-;-;-;-121;-246;-1 539;-497;-12.5;-22.6;-140.4;-44.9;0.000;0.017;0.019;0.021
31.8.2017 1:00;-703;-1 014;-4 704;-1 195;-;-;-;-;-0.46;-0.23;-20.16;-1.54;0.00;0.07;6.86;6.35;1124;2512;610;33;450.5;720;248;343;3788;3.9;37.7;235;69;-;-;-;-;-121;-246;-1 515;-484;-12.5;-22.6;-138.2;-43.7;0.000;0.012;0.019;0.022
31.8.2017 2:00;-704;-1 011;-4 710;-1 211;-;-;-;-;-0.52;-0.25;-20.77;-1.46;0.02;0.11;6.98;6.66;1107;2427;605;35;446.0;686;285;265;3788;3.8;38.0;238;69;-;-;-;-;-122;-249;-1 514;-480;-12.6;-22.9;-138.1;-43.4;0.000;0.007;0.021;0.023
31.8.2017 3:00;-711;-995;-4 710;-1 241;-;-;-;-;-0.59;-0.26;-22.29;-1.49;0.01;0.11;6.99;6.65;1178;2582;618;40;427.0;605;343;168;3788;3.9;39.2;235;64;-;-;-;-;-120;-255;-1 538;-483;-12.3;-23.5;-140.2;-43.7;0.000;0.009;0.019;0.017
31.8.2017 4:00;-735;-1 010;-4 978;-1 330;-;-;-;-;-0.66;-2.43;-20.58;-1.27;0.00;0.14;7.02;6.35;1940;3261;652;62;391.6;474;379;132;3788;4.0;39.7;236;65;-;-;-;-;-122;-261;-1 649;-514;-12.5;-24.0;-150.0;-46.5;0.000;0.014;0.020;0.023
31.8.2017 5:00;-790;-1 078;-5 664;-1 544;-;-;-;-;-0.67;-2.55;-20.97;-1.60;0.00;0.15;7.16;6.66;2614;4343;707;68;354.1;474;416;132;3789;3.8;40.7;232;61;-;-;-;-;-133;-287;-1 893;-579;-13.4;-26.4;-171.6;-52.3;0.012;0.056;0.031;0.042
31.8.2017 6:00;-812;-1 125;-6 409;-1 801;-;-;-;-;-0.57;-2.62;-21.23;-1.38;0.00;0.09;7.35;6.67;3343;5422;956;73;281.9;369;412;136;3789;3.6;40.7;236;63;-;-;-;-;-139;-307;-2 136;-648;-14.0;-28.3;-193.3;-58.5;0.053;0.289;0.136;0.502
31.8.2017 7:00;-825;-1 143;-6 673;-1 886;-;-;-;-;-0.51;-2.50;-21.12;-1.52;0.00;0.04;7.30;6.70;3576;5477;1328;104;220.0;259;391;113;3788;4.1;38.1;248;62;-;-;-;-;-137;-305;-2 184;-669;-13.8;-28.1;-198.4;-60.6;0.146;0.558;0.440;0.682
31.8.2017 8:00;-824;-1 136;-6 723;-1 895;-;-;-;-;-0.48;-3.68;-22.06;-1.27;0.00;0.03;9.83;6.40;3593;5528;1290;142;192.5;165;379;97;3788;4.0;35.9;262;65;-;-;-;-;-135;-302;-2 222;-684;-13.7;-27.8;-201.9;-62.0;0.280;0.879;1.666;1.970
31.8.2017 9:00;-818;-1 103;-6 886;-1 904;-;-;-;-;-0.48;-4.63;-30.91;-1.69;0.00;0.01;6.60;6.45;3610;5559;1323;149;200.8;125;354;107;3788;4.1;36.0;288;64;-;-;-;-;-133;-296;-2 245;-698;-13.4;-27.2;-204.1;-63.2;0.377;1.340;3.003;3.427
31.8.2017 10:00;-813;-1 112;-6 850;-1 929;-;-;-;-;-0.51;-4.92;-31.29;-1.30;0.01;0.01;6.35;6.43;3632;5526;1382;153;174.9;90;292;133;3788;3.9;34.9;281;66;-;-;-;-;-130;-290;-2 267;-709;-13.1;-26.7;-206.3;-64.2;0.433;1.281;3.373;4.816
31.8.2017 11:00;-803;-1 105;-6 766;-1 890;-;-;-;-;-0.46;-4.51;-32.44;-1.59;0.01;0.03;6.59;6.74;3653;5532;1292;150;133.5;74;297;201;3787;4.3;36.1;283;67;-;-;-;-;-128;-288;-2 273;-710;-12.9;-26.4;-206.9;-64.3;0.455;1.356;4.516;5.149
31.8.2017 12:00;-806;-1 083;-6 778;-1 903;-;-;-;-;-0.42;-4.86;-32.10;-1.94;0.00;0.01;6.25;6.44;3667;5558;1122;152;94.8;63;258;312;3787;4.1;36.3;279;63;-;-;-;-;-124;-282;-2 224;-704;-12.6;-25.9;-202.4;-63.7;0.334;1.238;5.006;4.107
31.8.2017 13:00;-794;-1 069;-6 731;-1 881;-;-;-;-;-0.39;-5.00;-35.51;-1.82;0.01;0.04;6.45;6.45;3445;5522;1122;137;63.6;43;263;468;3788;4.3;34.6;277;64;-;-;-;-;-125;-282;-2 214;-707;-12.6;-25.9;-201.5;-63.9;0.270;0.982;4.559;3.271
31.8.2017 14:00;-802;-1 060;-6 704;-1 826;-;-;-;-;-0.38;-4.99;-36.60;-1.95;0.00;0.04;6.18;6.57;3408;5438;1114;112;42.4;45;310;554;3787;4.7;31.3;277;60;-;-;-;-;-130;-298;-2 268;-726;-13.2;-27.3;-206.2;-65.6;0.138;0.531;4.115;2.606
31.8.2017 15:00;-778;-1 050;-6 492;-1 690;-;-;-;-;-0.39;-5.10;-35.40;-1.68;0.00;0.04;6.19;6.45;3250;5338;1107;107;23.9;57;360;674;3786;4.7;30.9;289;64;-;-;-;-;-147;-335;-2 436;-785;-14.9;-30.5;-221.3;-70.8;0.071;0.255;2.815;1.773
31.8.2017 16:00;-779;-1 045;-6 279;-1 595;-;-;-;-;-0.38;-3.83;-22.70;-1.48;0.00;0.07;4.49;6.73;3328;5411;1046;102;24.6;64;378;651;3787;4.9;31.1;295;66;-;-;-;-;-154;-357;-2 699;-852;-15.5;-32.5;-244.8;-76.7;0.041;0.143;1.497;1.164
31.8.2017 17:00;-744;-1 058;-6 075;-1 509;-;-;-;-;-0.41;-3.67;-19.91;-1.58;0.00;0.09;3.84;6.70;3408;5456;1123;109;19.5;78;443;650;3787;4.7;35.2;294;65;-;-;-;-;-152;-357;-2 831;-869;-15.5;-32.5;-256.6;-78.2;0.017;0.071;0.351;0.568
31.8.2017 18:00;-747;-1 057;-5 975;-1 476;-;-;-;-;-0.39;-3.76;-20.88;-2.03;0.00;0.07;7.73;6.51;3469;5482;1112;109;14.3;132;526;628;3785;5.7;37.4;297;65;-;-;-;-;-158;-366;-2 906;-875;-16.0;-33.3;-263.1;-79.0;0.003;0.038;0.065;0.105
31.8.2017 19:00;-757;-1 041;-5 823;-1 441;-;-;-;-;-0.41;-2.70;-24.37;-1.89;0.00;0.05;7.51;6.78;3328;5272;1043;100;7.6;167;562;607;3783;6.3;38.5;291;67;-;-;-;-;-170;-381;-2 937;-917;-17.2;-34.6;-265.7;-82.6;0.000;0.030;0.033;0.034
31.8.2017 20:00;-758;-987;-5 578;-1 353;-;-;-;-;-0.41;-2.18;-25.36;-1.80;0.01;0.04;7.62;6.39;2582;4877;808;89;6.2;218;612;581;3782;6.2;41.5;290;66;-;-;-;-;-168;-367;-2 737;-870;-17.0;-33.5;-247.6;-78.3;0.000;0.021;0.026;0.029
31.8.2017 21:00;-737;-964;-5 301;-1 304;-;-;-;-;-0.41;-1.47;-24.61;-1.93;0.01;0.04;7.38;6.66;2074;4208;778;81;19.3;287;688;543;3783;6.2;38.4;290;67;-;-;-;-;-153;-332;-2 394;-764;-15.4;-30.3;-216.9;-68.7;0.000;0.032;0.024;0.027
31.8.2017 22:00;-736;-996;-5 182;-1 229;-;-;-;-;-0.39;-1.39;-24.86;-1.51;0.00;0.04;7.20;6.66;1395;3522;734;80;31.8;296;680;526;3784;6.4;39.3;294;67;-;-;-;-;-134;-290;-2 036;-646;-13.6;-26.6;-184.8;-58.1;0.000;0.032;0.023;0.029
31.8.2017 23:00;-720;-1 029;-4 964;-1 195;-;-;-;-;-0.40;-1.63;-25.40;-1.46;0.02;0.06;7.42;6.66;1188;3203;699;71;46.1;328;750;504;3784;6.3;40.2;288;72;-;-;-;-;-124;-265;-1 826;-581;-12.7;-24.3;-165.9;-52.4;0.000;0.027;0.026;0.029
1.9.2017 0:00;-713;-1 001;-4 910;-1 169;-;-;-;-;-0.38;-1.49;-23.52;-1.79;0.01;0.07;7.47;6.36;1094;2860;680;65;58.4;389;704;510;3785;6.5;40.4;292;71;-;-;-;-;-119;-255;-1 735;-551;-11.7;-22.4;-153.2;-49.0;0.000;0.019;0.024;0.022
1.9.2017 1:00;-716;-993;-4 855;-1 162;-;-;-;-;-0.46;-1.33;-23.59;-2.23;0.00;0.08;7.90;6.65;1087;2834;674;65;87.1;510;580;464;3784;6.8;40.6;291;72;-;-;-;-;-120;-252;-1 701;-542;-11.6;-22.1;-150.3;-48.3;0.000;0.032;0.025;0.024
1.9.2017 2:00;-722;-1 003;-4 821;-1 158;-;-;-;-;-0.57;-1.44;-23.37;-1.77;0.02;0.11;7.54;6.35;1077;2795;664;65;97.2;608;547;468;3784;6.8;42.1;299;68;-;-;-;-;-119;-252;-1 701;-543;-11.5;-22.1;-150.2;-48.3;0.000;0.035;0.024;0.023
1.9.2017 3:00;-722;-1 038;-4 877;-1 168;-;-;-;-;-0.62;-1.35;-27.77;-1.47;0.01;0.12;7.60;6.65;1311;2941;676;71;110.4;705;530;440;3783;7.1;41.6;304;67;-;-;-;-;-120;-255;-1 725;-552;-11.6;-22.4;-152.4;-49.1;0.000;0.032;0.024;0.022
1.9.2017 4:00;-734;-1 066;-5 154;-1 260;-;-;-;-;-0.57;-2.03;-24.59;-1.69;0.00;0.15;7.74;6.40;1767;3567;735;72;138.4;797;466;387;3784;7.4;41.7;309;69;-;-;-;-;-121;-261;-1 818;-585;-11.7;-23.0;-160.3;-52.0;0.000;0.033;0.024;0.027
1.9.2017 5:00;-782;-1 120;-5 698;-1 463;-;-;-;-;-0.53;-2.64;-23.57;-1.43;0.00;0.16;7.63;6.74;2648;4658;809;84;142.4;861;437;331;3783;6.5;44.1;307;65;-;-;-;-;-134;-285;-2 042;-647;-12.9;-25.0;-179.4;-57.5;0.003;0.046;0.315;0.096
1.9.2017 6:00;-830;-1 177;-6 406;-1 726;-;-;-;-;-0.54;-2.92;-24.38;-1.48;0.00;0.07;7.80;6.43;3259;5163;1002;114;141.7;782;339;269;3782;6.3;36.2;311;66;-;-;-;-;-146;-312;-2 264;-715;-14.0;-27.3;-198.6;-63.6;0.013;0.261;3.175;0.936
1.9.2017 7:00;-834;-1 183;-6 596;-1 799;-;-;-;-;-0.61;-3.29;-23.25;-1.52;0.00;0.05;7.60;6.71;3534;5297;1177;149;128.6;599;254;178;3781;5.7;32.1;311;64;-;-;-;-;-149;-315;-2 266;-725;-14.3;-27.7;-199.4;-64.4;0.026;0.897;10.879;3.829
1.9.2017 8:00;-843;-1 184;-6 613;-1 819;-;-;-;-;-0.67;-2.69;-21.49;-1.61;0.00;0.05;7.64;6.50;3559;5184;1222;160;96.5;522;205;175;3780;5.6;32.2;308;64;-;-;-;-;-151;-313;-2 253;-729;-14.5;-27.5;-198.5;-64.8;0.026;1.828;21.783;8.005
1.9.2017 9:00;-848;-1 181;-6 686;-1 839;-;-;-;-;-0.61;-2.56;-22.03;-1.63;0.00;0.05;7.30;6.82;3581;5117;1287;156;68.6;525;210;179;3781;5.6;32.6;305;61;-;-;-;-;-150;-305;-2 227;-728;-14.4;-26.7;-196.6;-64.8;0.060;2.568;32.400;12.742
1.9.2017 10:00;-850;-1 167;-6 644;-1 823;-;-;-;-;-0.58;-1.59;-22.55;-1.34;0.02;0.10;7.14;6.77;3604;5095;1299;158;52.6;520;206;161;3778;5.7;31.4;306;65;-;-;-;-;-149;-297;-2 202;-725;-14.3;-26.1;-194.5;-64.5;0.092;2.738;39.765;16.705
1.9.2017 11:00;-834;-1 163;-6 514;-1 766;-;-;-;-;-0.77;-1.07;-21.15;-1.67;0.02;0.05;7.15;6.47;3580;4928;1281;141;47.3;463;212;170;3776;5.2;32.4;304;63;-;-;-;-;-146;-290;-2 178;-714;-14.0;-25.5;-192.5;-63.5;0.138;3.231;43.953;18.778
1.9.2017 12:00;-835;-1 152;-6 367;-1 719;-;-;-;-;-0.70;-1.68;-17.94;-1.74;0.00;0.07;6.91;6.79;3496;4965;1145;114;42.0;466;235;158;3777;4.8;30.6;295;65;-;-;-;-;-140;-282;-2 116;-697;-13.5;-24.8;-187.0;-62.0;0.272;3.478;43.785;18.239
1.9.2017 13:00;-808;-1 132;-6 224;-1 654;-;-;-;-;-0.66;-2.97;-16.85;-1.79;0.02;0.06;6.99;6.52;3355;4767;996;112;53.4;424;228;158;3774;4.8;31.6;275;67;-;-;-;-;-140;-283;-2 092;-690;-13.5;-24.9;-184.8;-61.3;0.298;3.079;39.322;16.229
1.9.2017 14:00;-781;-1 134;-6 051;-1 590;-;-;-;-;-0.66;-2.55;-18.72;-2.05;0.00;0.06;6.86;6.86;3369;4659;1051;107;73.8;437;217;149;3772;5.0;31.7;263;65;-;-;-;-;-143;-289;-2 107;-700;-13.8;-25.4;-186.1;-62.1;0.242;2.683;32.357;13.221
1.9.2017 15:00;-745;-1 090;-5 740;-1 509;-;-;-;-;-0.63;-2.11;-19.97;-1.52;0.00;0.06;6.79;6.53;3326;4797;995;105;39.5;487;194;118;3770;5.1;32.5;275;65;-;-;-;-;-155;-314;-2 203;-732;-14.9;-27.5;-194.2;-64.9;0.160;1.878;22.600;8.627
1.9.2017 16:00;-741;-1 077;-5 565;-1 430;-;-;-;-;-0.63;-1.21;-19.80;-1.60;0.00;0.08;6.85;6.74;3403;4949;1075;103;54.8;491;170;106;3769;17.7;32.7;284;66;-;-;-;-;-164;-331;-2 380;-793;-15.7;-29.0;-209.4;-70.1;0.075;0.961;12.176;3.638
1.9.2017 17:00;-739;-1 059;-5 368;-1 318;-;-;-;-;-0.63;-1.64;-20.30;-1.73;0.00;0.04;6.88;6.50;3387;5056;1115;103;42.0;422;158;77;3769;20.5;30.2;287;67;-;-;-;-;-164;-331;-2 475;-812;-15.8;-29.0;-217.4;-71.9;0.016;0.347;4.312;1.263
1.9.2017 18:00;-747;-1 070;-5 225;-1 251;-;-;-;-;-0.66;-1.71;-21.24;-1.89;0.00;0.03;7.11;6.77;3427;5060;1157;94;50.6;439;149;64;3767;20.2;30.3;288;68;-;-;-;-;-167;-336;-2 518;-808;-16.1;-29.4;-221.1;-71.6;0.001;0.033;0.548;0.172
